ID,date,product,type,title,lot,buyer_country,supplier,price_contract_EUR,price_EUR,price_lot_EUR,supplier_id,supplier_country,supplier_city,supplier_street,supplier_postcode,producer_name,procedure,bids,contract_number,TED_id,price,price_currency,price_lot,source
RO1615,2020-01-30,Other medical equipment,awarded tender,"„Materiale consumabile pentru întreținere și funcționare echipamente medicale – acord-cadru 24 de luni” pentru Spitalul Clinic de Obstetrică și Ginecologie „Cuza-Vodă”, Iași",13,RO,MEDTRONIC ROMANIA SRL,9239.1,147397.6968,9239.1,,RO,Bucuresti,"Strada sos.bucuresti-ploiesti, Nr. 42-44",31692,,open competition,2,2018,2020/S 121-295288,715522.8,RON,44850,http://ted.europa.eu/udl?uri=TED:NOTICE:295288-2020:TEXT:RO:HTML
RO1503,2020-01-30,Other medical equipment,awarded tender,"„Materiale consumabile pentru întreținere și funcționare echipamente medicale — Acord-cadru 24 luni” pentru Spitalul Clinic de Obstetrică și Ginecologie „Cuza-Vodă”, Iași",13,RO,MEDTRONIC ROMANIA SRL,2842.8,133908.8168,2842.8,,RO,Bucuresti,"Strada sos.bucuresti-ploiesti, Nr. 42-44",31692,,open competition,2,2018,2020/S 032-074706,650042.8,RON,13800,http://ted.europa.eu/udl?uri=TED:NOTICE:074706-2020:TEXT:RO:HTML
RO1506,2020-01-30,Other medical equipment,awarded tender,"„Materiale consumabile pentru întreținere și funcționare echipamente medicale — Acord-cadru 24 luni” pentru Spitalul Clinic de Obstetrică și Ginecologie „Cuza-Vodă”, Iași",13,RO,MEDTRONIC ROMANIA SRL,9239.1,133908.8168,9239.1,,RO,Bucuresti,"Strada sos.bucuresti-ploiesti, Nr. 42-44",31692,,open competition,2,2018,2020/S 032-074706,650042.8,RON,44850,http://ted.europa.eu/udl?uri=TED:NOTICE:074706-2020:TEXT:RO:HTML
RO4915,2020-09-10,Covid-19 tests,awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",1,RO,WATT DISTRIBUTOR,2171.24,75221.106,2171.24,,RO,Craiova,"Strada Blvd. Chitu, Nr. 33",200410,,open competition,2,32-2020,2020/S 193-466182,365151,RON,10540,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4870,2020-09-09,Covid-19 tests,awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",1,RO,WATT DISTRIBUTOR,10856.2,75221.106,10856.2,,RO,Craiova,"Strada Blvd. Chitu, Nr. 33",200410,,open competition,2,32-2020,2020/S 193-466182,365151,RON,52700,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4875,2020-09-08,Covid-19 tests,awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",1,RO,WATT DISTRIBUTOR,,75221.106,,,RO,Craiova,"Strada Blvd. Chitu, Nr. 33",200410,,open competition,2,32-2020,2020/S 193-466182,365151,RON,,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4877,2020-09-10,Covid-19 tests,awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",2,RO,DEXTER COM S.R.L.,9616.08,75221.106,9616.08,,RO,Bucuresti,"Strada Aleea Pantelimon, Nr. 16, Sector: 2",22406,,open competition,5,32-2020,2020/S 193-466182,365151,RON,46680,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4876,2020-09-09,Covid-19 tests,awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",2,RO,DEXTER COM S.R.L.,44073.7,75221.106,44073.7,,RO,Bucuresti,"Strada Aleea Pantelimon, Nr. 16, Sector: 2",22406,,open competition,5,32-2020,2020/S 193-466182,365151,RON,213950,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4874,2020-09-08,Covid-19 tests,awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",2,RO,DEXTER COM S.R.L.,,75221.106,,,RO,Bucuresti,"Strada Aleea Pantelimon, Nr. 16, Sector: 2",22406,,open competition,5,32-2020,2020/S 193-466182,365151,RON,,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4845,2020-09-10,Covid-19 tests,awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",3,RO,Filara BioMed SRL,283.868,75221.106,283.868,,RO,Cluj-Napoca,"Strada Str. Fabricii de Zahar, Nr. 5",420009,,open competition,2,32-2020,2020/S 193-466182,365151,RON,1378,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4905,2020-09-09,Covid-19 tests,awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",3,RO,Filara BioMed SRL,283.868,75221.106,283.868,,RO,Cluj-Napoca,"Strada Str. Fabricii de Zahar, Nr. 5",420009,,open competition,2,32-2020,2020/S 193-466182,365151,RON,1378,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4873,2020-09-08,Covid-19 tests,awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",3,RO,Filara BioMed SRL,,75221.106,,,RO,Cluj-Napoca,"Strada Str. Fabricii de Zahar, Nr. 5",420009,,open competition,2,32-2020,2020/S 193-466182,365151,RON,,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4878,2020-09-10,Covid-19 tests,awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",4,RO,Filara BioMed SRL,43.26,75221.106,43.26,,RO,Cluj-Napoca,"Strada Str. Fabricii de Zahar, Nr. 5",420009,,open competition,1,32-2020,2020/S 193-466182,365151,RON,210,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4917,2020-09-10,Other medical equipment,awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",4,RO,Filara BioMed SRL,187.46,75221.106,187.46,,RO,Cluj-Napoca,"Strada Str. Fabricii de Zahar, Nr. 5",420009,,open competition,1,32-2020,2020/S 193-466182,365151,RON,910,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4919,2020-09-08,Other medical equipment,awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",4,RO,Filara BioMed SRL,,75221.106,,,RO,Cluj-Napoca,"Strada Str. Fabricii de Zahar, Nr. 5",420009,,open competition,1,32-2020,2020/S 193-466182,365151,RON,,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4913,2020-09-10,PPE (protective equipment),awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",5,RO,Limas Group S.R.L.,760.14,75221.106,760.14,,RO,Bucuresti,"Strada Moisil C. Grigore, Nr. 4, Sector: 2",23794,,open competition,3,32-2020,2020/S 193-466182,365151,RON,3690,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4916,2020-09-10,PPE (protective equipment),awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",5,RO,Limas Group S.R.L.,1013.52,75221.106,1013.52,,RO,Bucuresti,"Strada Moisil C. Grigore, Nr. 4, Sector: 2",23794,,open competition,3,32-2020,2020/S 193-466182,365151,RON,4920,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4868,2020-09-10,PPE (protective equipment),awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",5,RO,Limas Group S.R.L.,3378.4,75221.106,3378.4,,RO,Bucuresti,"Strada Moisil C. Grigore, Nr. 4, Sector: 2",23794,,open competition,3,32-2020,2020/S 193-466182,365151,RON,16400,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4871,2020-09-08,PPE (protective equipment),awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",5,RO,Limas Group S.R.L.,,75221.106,,,RO,Bucuresti,"Strada Moisil C. Grigore, Nr. 4, Sector: 2",23794,,open competition,3,32-2020,2020/S 193-466182,365151,RON,,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4918,2020-09-10,PPE (protective equipment),awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",7,RO,BOGDAN INTER TUR,133.9,75221.106,133.9,,RO,Constanta,"Strada Poporului, Nr. 136",900604,,open competition,1,32-2020,2020/S 193-466182,365151,RON,650,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4906,2020-09-09,PPE (protective equipment),awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",7,RO,BOGDAN INTER TUR,200.85,75221.106,200.85,,RO,Constanta,"Strada Poporului, Nr. 136",900604,,open competition,1,32-2020,2020/S 193-466182,365151,RON,975,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4914,2020-09-10,PPE (protective equipment),awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",7,RO,BOGDAN INTER TUR,535.6,75221.106,535.6,,RO,Constanta,"Strada Poporului, Nr. 136",900604,,open competition,1,32-2020,2020/S 193-466182,365151,RON,2600,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4897,2020-09-10,Covid-19 tests,awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",7,RO,BOGDAN INTER TUR,669.5,75221.106,669.5,,RO,Constanta,"Strada Poporului, Nr. 136",900604,,open competition,1,32-2020,2020/S 193-466182,365151,RON,3250,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
RO4872,2020-09-08,PPE (protective equipment),awarded tender,"„Reactivi pentru testare COVID 19, consumabile și materiale de protecție”",7,RO,BOGDAN INTER TUR,,75221.106,,,RO,Constanta,"Strada Poporului, Nr. 136",900604,,open competition,1,32-2020,2020/S 193-466182,365151,RON,,http://ted.europa.eu/udl?uri=TED:NOTICE:466182-2020:TEXT:RO:HTML
UK1973,2020-08-28,PPE (protective equipment),awarded tender,11 Yorkshire HA’s — Buying Group — PPE Tender 2020-2021,1,UK,Safpro Industrial Supply Co.,353125,1412500,,,UK,Gloucestershire,"Unit 4-5, Ashville Industrial Estate, Ashville Road, Gloucester",GL2 5EU,,open competition,18,,2020/S 174-421543,1250000,GBP,,http://ted.europa.eu/udl?uri=TED:NOTICE:421543-2020:TEXT:EN:HTML
UK1989,2020-08-28,PPE (protective equipment),awarded tender,11 Yorkshire HA’s — Buying Group — PPE Tender 2020-2021,1,UK,Arden Winch and Co. Ltd,353125,1412500,,,UK,South Yorkshire,"Acres Hill Lane, Sheffield",S9 4LR,,open competition,18,,2020/S 174-421543,1250000,GBP,,http://ted.europa.eu/udl?uri=TED:NOTICE:421543-2020:TEXT:EN:HTML
UK2269,2020-08-28,PPE (protective equipment),awarded tender,11 Yorkshire HA’s — Buying Group — PPE Tender 2020-2021,1,UK,PWS (Protective Wear Supplies Ltd),353125,1412500,,,UK,Devon,"10 Darklake View, Estover, Plymouth",PL6 7TL,,open competition,18,,2020/S 174-421543,1250000,GBP,,http://ted.europa.eu/udl?uri=TED:NOTICE:421543-2020:TEXT:EN:HTML
UK2270,2020-08-28,PPE (protective equipment),awarded tender,11 Yorkshire HA’s — Buying Group — PPE Tender 2020-2021,1,UK,Banner (Banner Group Ltd),353125,1412500,,,UK,Wakefield,"Tuscany Park, Express Way, Normanton",WF6 2TZ,,open competition,18,,2020/S 174-421543,1250000,GBP,,http://ted.europa.eu/udl?uri=TED:NOTICE:421543-2020:TEXT:EN:HTML
BE0041,2020-04-25,PPE (protective equipment),awarded tender,2020/Filtres masques buccaux — filter mondmaskers,1,BE,Coatex,1627103.31,5916566.12,1627103.31,,BE,Poperinge,,,,direct award,2,FOD ECO-2020/69128-F03_0,2020/S 089-212155,5916566.12,EUR,1627103.31,http://ted.europa.eu/udl?uri=TED:NOTICE:212155-2020:TEXT:FR:HTML
BE0040,2020-04-25,PPE (protective equipment),awarded tender,2020/Filtres masques buccaux — filter mondmaskers,1,BE,Deltrian International,4289462.81,5916566.12,4289462.81,,BE,Fleurus,,,,direct award,2,FOD ECO-2020/69128-F03_0,2020/S 089-212155,5916566.12,EUR,4289462.81,http://ted.europa.eu/udl?uri=TED:NOTICE:212155-2020:TEXT:FR:HTML
AT0055,2020-04-29,Other,awarded tender,"Abruf aus Business-Notebooks zwischen 15,0“ und 15,9“",1,AT,Bechtle GmbH,71540.5,71540.5,71540.5,,,,,,,open competition,1,3401.03388,,71540.5,EUR,71540.5,https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=009b7802-0b04-4fee-8dac-3922bd5098ae-1922&backlink=L2F0Lmd2LmJtZHcuZXByb2MtcC9wdWJsaWMvdGVuZGVybGlzdD9iYXNlVHlwZXM9Ym0mYmFzZVR5cGVzPWJnJmZyb21kYXRlPTA4LjAyLjIwMjAmbG9hZGVkPXRydWUmcWNrPTkwMTI0MmZjLTFiMzgtNDRiNC1iZTM1LWRjMzFjMzBlNTg3YyZxPUNvdmlk
AT0043,2020-03-20,Other,awarded tender,"Abruf aus Business-Notebooks zwischen 15,0“ und 15,9“",1,AT,Bechtle GmbH,376184.5,376184.5,376184.5,,,,,,,open competition,1,3401.03388,,376184.5,EUR,376184.5,https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=009b7802-0b04-4fee-8dac-3922bd5098ae-1688&backlink=L2F0Lmd2LmJtZHcuZXByb2MtcC9wdWJsaWMvdGVuZGVybGlzdD9iYXNlVHlwZXM9Ym0mYmFzZVR5cGVzPWJnJmZyb21kYXRlPTA4LjAyLjIwMjAmbG9hZGVkPXRydWUmcWNrPTkwMTI0MmZjLTFiMzgtNDRiNC1iZTM1LWRjMzFjMzBlNTg3YyZxPUNvdmlk
AT0064,2020-03-11,Other medical machines,awarded tender,"Abruf aus Lieferung Laborausstattung (Laborgeräte, Laborchemikalien und Laborverbrauchsmaterial)",1,AT,Fisher Scientific (Austria) GmbH,273562.54,273562.54,273562.54,,,,,,,open competition,1,5301.02856,,273562.54,EUR,273562.54,https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=009b7802-0b04-4fee-8dac-3922bd5098ae-1615&backlink=L2F0Lmd2LmJtZHcuZXByb2MtcC9wdWJsaWMvdGVuZGVybGlzdD9iYXNlVHlwZXM9Ym0mYmFzZVR5cGVzPWJnJmZyb21kYXRlPTA4LjAyLjIwMjAmbG9hZGVkPXRydWUmcWNrPTQ4OGQzYTFjLWI4OGQtNGYyYy1hODExLWY3MDEyMDU1MzgyZSZxPUNvcm9uYQ==
AT0070,2020-04-14,PPE (protective equipment),awarded tender,"Abruf aus Lieferung Laborausstattung (Laborgeräte, Laborchemikalien und Laborverbrauchsmaterial)",1,AT,Zeller Gesellschaft m.b.H.,3146400,3146400,3146400,,,,,,,open competition,1,5301.02856,,3146400,EUR,3146400,https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=009b7802-0b04-4fee-8dac-3922bd5098ae-1813&backlink=L2F0Lmd2LmJtZHcuZXByb2MtcC9wdWJsaWMvdGVuZGVybGlzdD9iYXNlVHlwZXM9Ym0mYmFzZVR5cGVzPWJnJmZyb21kYXRlPTA4LjAyLjIwMjAmbG9hZGVkPXRydWUmcWNrPTQ4OGQzYTFjLWI4OGQtNGYyYy1hODExLWY3MDEyMDU1MzgyZSZxPUNvcm9uYQ==
AT0084,2020-05-20,Other,awarded tender,Abruf aus Netzwerkkomponenten Cisco Tech Data AS,1,AT,Tech Data Österreich GmbH,300897.2,300897.2,300897.2,,,,,,,open competition,1,3401.02382,,300897.2,EUR,300897.2,https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=009b7802-0b04-4fee-8dac-3922bd5098ae-2003&backlink=L2F0Lmd2LmJtZHcuZXByb2MtcC9wdWJsaWMvdGVuZGVybGlzdD9iYXNlVHlwZXM9Ym0mYmFzZVR5cGVzPWJnJmZyb21kYXRlPTA4LjAyLjIwMjAmbG9hZGVkPXRydWUmcWNrPTkwMTI0MmZjLTFiMzgtNDRiNC1iZTM1LWRjMzFjMzBlNTg3YyZxPUNvdmlk
AT0090,2020-05-20,Other,awarded tender,Abruf aus Netzwerkkomponenten Cisco Tech Data AS,1,AT,"""Tech Data"" Österreich GmbH",344000.2,344000.2,344000.2,,,,,,,open competition,1,3401.02382,,344000.2,EUR,344000.2,https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=009b7802-0b04-4fee-8dac-3922bd5098ae-2005&backlink=L2F0Lmd2LmJtZHcuZXByb2MtcC9wdWJsaWMvdGVuZGVybGlzdD9iYXNlVHlwZXM9Ym0mYmFzZVR5cGVzPWJnJmZyb21kYXRlPTA4LjAyLjIwMjAmbG9hZGVkPXRydWUmcWNrPTkwMTI0MmZjLTFiMzgtNDRiNC1iZTM1LWRjMzFjMzBlNTg3YyZxPUNvdmlk
AT0085,2020-05-20,Other,awarded tender,Abruf aus Netzwerkkomponenten Cisco Tech Data AS,1,AT,Tech Data Österreich GmbH,387760.05,387760.05,387760.05,,,,,,,open competition,1,,,387760.05,EUR,387760.05,https://ausschreibungen.usp.gv.at/at.gv.bmdw.eproc-p/public/tender-detail?object=009b7802-0b04-4fee-8dac-3922bd5098ae-2004&backlink=L2F0Lmd2LmJtZHcuZXByb2MtcC9wdWJsaWMvdGVuZGVybGlzdD9iYXNlVHlwZXM9Ym0mYmFzZVR5cGVzPWJnJmZyb21kYXRlPTA4LjAyLjIwMjAmbG9hZGVkPXRydWUmcWNrPTkwMTI0MmZjLTFiMzgtNDRiNC1iZTM1LWRjMzFjMzBlNTg3YyZxPUNvdmlk
BE0043,2020-05-05,PPE (protective equipment),awarded tender,Accord-cadre avec plusieurs participants relatif à la fourniture de masques buccaux réutilisables en étoffe (Community Masks),1,BE,Avrox SA,22500000,45000000,45000000,,LU,Luxembourg,,,,direct award,30,MRMP-S/AT-20ST102-F03_0,2020/S 122-299067,45000000,EUR,45000000,http://ted.europa.eu/udl?uri=TED:NOTICE:299067-2020:TEXT:FR:HTML
BE0044,2020-05-05,PPE (protective equipment),awarded tender,Accord-cadre avec plusieurs participants relatif à la fourniture de masques buccaux réutilisables en étoffe (Community Masks),1,BE,Tweeds & Cottons NV,22500000,45000000,45000000,,BE,Gand,,,,direct award,30,MRMP-S/AT-20ST102-F03_0,2020/S 122-299067,45000000,EUR,45000000,http://ted.europa.eu/udl?uri=TED:NOTICE:299067-2020:TEXT:FR:HTML
FR1069,2020-07-20,Other,awarded tender,Accord-cadre référent COVID-19 maîtrise d'ouvrage,1,FR,Cordivia,1173800,2467520,1173800,,FR,Houdan,espace Prévôté — 6 rue de la Prévôté,78550,,open competition,7,20c0755,2020/S 172-415742,2467520,EUR,1173800,http://ted.europa.eu/udl?uri=TED:NOTICE:415742-2020:TEXT:FR:HTML
FR0761,2020-07-20,Other,awarded tender,Accord-cadre référent COVID-19 maîtrise d'ouvrage,1,FR,Bureau Veritas Construction,1293720,2467520,1293720,,FR,Tours,29-31 rue de la Milletière,37000,,open competition,7,20c0755,2020/S 172-415742,2467520,EUR,1293720,http://ted.europa.eu/udl?uri=TED:NOTICE:415742-2020:TEXT:FR:HTML
IT0016,2020-03-05,Ventilators,awarded tender,Accordi quadro aventi ad oggetto la fornitura in noleggio di apparecchiature e dispositivi medici e servizi connessi per la ventilazione meccanica domiciliare 36 mesi articolata in 9 lotti,1,IT,ALTHEA ITALIA SPA,1110573.33333333,35110503.4,9995160,,IT,ROMA,,,,open competition,9,01.6.03 Fasc. 2017/269+2019/28,2020/S 070-166569,35110503.4,EUR,9995160,http://ted.europa.eu/udl?uri=TED:NOTICE:166569-2020:TEXT:IT:HTML
IT0017,2020-03-05,Ventilators,awarded tender,Accordi quadro aventi ad oggetto la fornitura in noleggio di apparecchiature e dispositivi medici e servizi connessi per la ventilazione meccanica domiciliare 36 mesi articolata in 9 lotti,1,IT,LINDE MEDICALE SRL,1110573.33333333,35110503.4,9995160,,IT,ARLUNO,,,,open competition,9,01.6.03 Fasc. 2017/269+2019/28,2020/S 070-166569,35110503.4,EUR,9995160,http://ted.europa.eu/udl?uri=TED:NOTICE:166569-2020:TEXT:IT:HTML
IT0019,2020-03-05,Ventilators,awarded tender,Accordi quadro aventi ad oggetto la fornitura in noleggio di apparecchiature e dispositivi medici e servizi connessi per la ventilazione meccanica domiciliare 36 mesi articolata in 9 lotti,1,IT,MEDIGAS ITALIA SRL,1110573.33333333,35110503.4,9995160,,IT,ASSAGO,,,,open competition,9,01.6.03 Fasc. 2017/269+2019/28,2020/S 070-166569,35110503.4,EUR,9995160,http://ted.europa.eu/udl?uri=TED:NOTICE:166569-2020:TEXT:IT:HTML
IT0020,2020-03-05,Ventilators,awarded tender,Accordi quadro aventi ad oggetto la fornitura in noleggio di apparecchiature e dispositivi medici e servizi connessi per la ventilazione meccanica domiciliare 36 mesi articolata in 9 lotti,1,IT,SICO SOCIETA' ITALIANA CARBURO OSSIGENO SPA,1110573.33333333,35110503.4,9995160,,IT,MILANO,,,,open competition,9,01.6.03 Fasc. 2017/269+2019/28,2020/S 070-166569,35110503.4,EUR,9995160,http://ted.europa.eu/udl?uri=TED:NOTICE:166569-2020:TEXT:IT:HTML
IT0056,2020-03-05,Ventilators,awarded tender,Accordi quadro aventi ad oggetto la fornitura in noleggio di apparecchiature e dispositivi medici e servizi connessi per la ventilazione meccanica domiciliare 36 mesi articolata in 9 lotti,1,IT,MEDICAIR SRL,1110573.33333333,35110503.4,9995160,,IT,POGLIANO,,,,open competition,9,01.6.03 Fasc. 2017/269+2019/28,2020/S 070-166569,35110503.4,EUR,9995160,http://ted.europa.eu/udl?uri=TED:NOTICE:166569-2020:TEXT:IT:HTML
IT0064,2020-03-05,Ventilators,awarded tender,Accordi quadro aventi ad oggetto la fornitura in noleggio di apparecchiature e dispositivi medici e servizi connessi per la ventilazione meccanica domiciliare 36 mesi articolata in 9 lotti,1,IT,RESPIRAIRE SRL,1110573.33333333,35110503.4,9995160,,IT,TORINO,,,,open competition,9,01.6.03 Fasc. 2017/269+2019/28,2020/S 070-166569,35110503.4,EUR,9995160,http://ted.europa.eu/udl?uri=TED:NOTICE:166569-2020:TEXT:IT:HTML
